Loan_ID,Customer_ID,Loan_Type
LOAN_021252,CUST06298,Payday Loan
LOAN_021253,CUST06298,Auto Loan
LOAN_021254,CUST06298,Auto Loan
LOAN_021255,CUST06298,Auto Loan
LOAN_021256,CUST06298,Home Equity Loan
LOAN_021257,CUST06299,Debt Consolidation Loan
LOAN_021258,CUST06300,Credit-Builder Loan
LOAN_021259,CUST06300,Auto Loan
LOAN_021260,CUST06302,Home Equity Loan
LOAN_021261,CUST06302,Student Loan
LOAN_021262,CUST06302,Payday Loan
LOAN_021263,CUST06302,Student Loan
LOAN_021264,CUST06302,Personal Loan
LOAN_021265,CUST06302,Auto Loan
LOAN_021266,CUST06302,Debt Consolidation Loan
LOAN_021267,CUST06303,Personal Loan
LOAN_021268,CUST06303,Debt Consolidation Loan
LOAN_021269,CUST06304,Student Loan
LOAN_021270,CUST06305,Debt Consolidation Loan
LOAN_021271,CUST06306,Student Loan
LOAN_021272,CUST06306,Payday Loan
LOAN_021273,CUST06306,Auto Loan
LOAN_021274,CUST06306,Credit-Builder Loan
LOAN_021275,CUST06307,Payday Loan
LOAN_021276,CUST06308,No Loan
LOAN_021277,CUST06309,Personal Loan
LOAN_021278,CUST06310,Auto Loan
LOAN_021279,CUST06310,Mortgage Loan
LOAN_021280,CUST06310,Personal Loan
LOAN_021281,CUST06310,Home Equity Loan
LOAN_021282,CUST06310,Mortgage Loan
LOAN_021283,CUST06311,Debt Consolidation Loan
LOAN_021284,CUST06311,Debt Consolidation Loan
LOAN_021285,CUST06311,Home Equity Loan
LOAN_021286,CUST06311,Personal Loan
LOAN_021287,CUST06312,Home Equity Loan
LOAN_021288,CUST06313,No Loan
LOAN_021289,CUST06314,Auto Loan
LOAN_021290,CUST06314,Credit-Builder Loan
LOAN_021291,CUST06314,Student Loan
LOAN_021292,CUST06314,Personal Loan
LOAN_021293,CUST06314,Payday Loan
LOAN_021294,CUST06314,Mortgage Loan
LOAN_021295,CUST06314,Mortgage Loan
LOAN_021296,CUST06314,Mortgage Loan
LOAN_021297,CUST06314,Payday Loan
LOAN_021298,CUST06315,No Loan
LOAN_021299,CUST06316,Home Equity Loan
LOAN_021300,CUST06317,Debt Consolidation Loan
LOAN_021301,CUST06317,Mortgage Loan
LOAN_021302,CUST06317,Home Equity Loan
LOAN_021303,CUST06318,Student Loan
LOAN_021304,CUST06318,Not Specified
LOAN_021305,CUST06318,Payday Loan
LOAN_021306,CUST06318,Not Specified
LOAN_021307,CUST06318,Auto Loan
LOAN_021308,CUST06319,Auto Loan
LOAN_021309,CUST06320,Home Equity Loan
LOAN_021310,CUST06321,Student Loan
LOAN_021311,CUST06322,Mortgage Loan
LOAN_021312,CUST06322,Mortgage Loan
LOAN_021313,CUST06322,Home Equity Loan
LOAN_021314,CUST06322,Auto Loan
LOAN_021315,CUST06322,Payday Loan
LOAN_021316,CUST06322,Student Loan
LOAN_021317,CUST06322,Student Loan
LOAN_021318,CUST06323,Student Loan
LOAN_021319,CUST06323,Payday Loan
LOAN_021320,CUST06323,Home Equity Loan
LOAN_021321,CUST06324,Student Loan
LOAN_021322,CUST06325,Personal Loan
LOAN_021323,CUST06325,Not Specified
LOAN_021324,CUST06325,Student Loan
LOAN_021325,CUST06325,Mortgage Loan
LOAN_021326,CUST06326,Home Equity Loan
LOAN_021327,CUST06327,Payday Loan
LOAN_021328,CUST06327,Payday Loan
LOAN_021329,CUST06327,Credit-Builder Loan
LOAN_021330,CUST06327,Auto Loan
LOAN_021331,CUST06327,Student Loan
LOAN_021332,CUST06327,Not Specified
LOAN_021333,CUST06327,Mortgage Loan
LOAN_021334,CUST06328,No Loan
LOAN_021335,CUST06329,Mortgage Loan
LOAN_021336,CUST06329,Mortgage Loan
LOAN_021337,CUST06329,Student Loan
LOAN_021338,CUST06329,Mortgage Loan
LOAN_021339,CUST06330,Home Equity Loan
LOAN_021340,CUST06330,Payday Loan
LOAN_021341,CUST06330,Home Equity Loan
LOAN_021342,CUST06331,Not Specified
LOAN_021343,CUST06331,Debt Consolidation Loan
LOAN_021344,CUST06331,Personal Loan
LOAN_021345,CUST06331,Credit-Builder Loan
LOAN_021346,CUST06331,Home Equity Loan
LOAN_021347,CUST06331,Home Equity Loan
LOAN_021348,CUST06332,Credit-Builder Loan
LOAN_021349,CUST06332,Not Specified
LOAN_021350,CUST06333,Payday Loan
LOAN_021351,CUST06333,Home Equity Loan
LOAN_021352,CUST06333,Not Specified
LOAN_021353,CUST06334,Personal Loan
LOAN_021354,CUST06334,Not Specified
LOAN_021355,CUST06334,Payday Loan
LOAN_021356,CUST06334,Auto Loan
LOAN_021357,CUST06334,Credit-Builder Loan
LOAN_021358,CUST06335,Payday Loan
LOAN_021359,CUST06335,Mortgage Loan
LOAN_021360,CUST06335,Not Specified
LOAN_021361,CUST06335,Not Specified
LOAN_021362,CUST06335,Debt Consolidation Loan
LOAN_021363,CUST06335,Personal Loan
LOAN_021364,CUST06335,Debt Consolidation Loan
LOAN_021365,CUST06335,Student Loan
LOAN_021366,CUST06336,Student Loan
LOAN_021367,CUST06336,Payday Loan
LOAN_021368,CUST06336,Auto Loan
LOAN_021369,CUST06336,Auto Loan
LOAN_021370,CUST06336,Payday Loan
LOAN_021371,CUST06336,Auto Loan
LOAN_021372,CUST06337,Not Specified
LOAN_021373,CUST06337,Credit-Builder Loan
LOAN_021374,CUST06338,Mortgage Loan
LOAN_021375,CUST06338,Payday Loan
LOAN_021376,CUST06339,Home Equity Loan
LOAN_021377,CUST06339,Mortgage Loan
LOAN_021378,CUST06339,Home Equity Loan
LOAN_021379,CUST06339,Home Equity Loan
LOAN_021380,CUST06339,Home Equity Loan
LOAN_021381,CUST06340,Auto Loan
LOAN_021382,CUST06340,Debt Consolidation Loan
LOAN_021383,CUST06340,Payday Loan
LOAN_021384,CUST06340,Mortgage Loan
LOAN_021385,CUST06340,Mortgage Loan
LOAN_021386,CUST06340,Not Specified
LOAN_021387,CUST06340,Student Loan
LOAN_021388,CUST06341,Mortgage Loan
LOAN_021389,CUST06341,Credit-Builder Loan
LOAN_021390,CUST06342,Debt Consolidation Loan
LOAN_021391,CUST06342,Payday Loan
LOAN_021392,CUST06342,Home Equity Loan
LOAN_021393,CUST06342,Credit-Builder Loan
LOAN_021394,CUST06343,No Loan
LOAN_021395,CUST06344,No Loan
LOAN_021396,CUST06345,Personal Loan
LOAN_021397,CUST06345,Home Equity Loan
LOAN_021398,CUST06345,Mortgage Loan
LOAN_021399,CUST06345,Not Specified
LOAN_021400,CUST06345,Home Equity Loan
LOAN_021401,CUST06345,Payday Loan
LOAN_021402,CUST06345,Credit-Builder Loan
LOAN_021403,CUST06345,Home Equity Loan
LOAN_021404,CUST06345,Personal Loan
LOAN_021405,CUST06346,Home Equity Loan
LOAN_021406,CUST06347,Credit-Builder Loan
LOAN_021407,CUST06347,Credit-Builder Loan
LOAN_021408,CUST06347,Home Equity Loan
LOAN_021409,CUST06348,Payday Loan
LOAN_021410,CUST06348,Credit-Builder Loan
LOAN_021411,CUST06348,Not Specified
LOAN_021412,CUST06348,Credit-Builder Loan
LOAN_021413,CUST06349,No Loan
LOAN_021414,CUST06350,Personal Loan
LOAN_021415,CUST06350,Payday Loan
LOAN_021416,CUST06350,Auto Loan
LOAN_021417,CUST06350,Student Loan
LOAN_021418,CUST06350,Student Loan
LOAN_021419,CUST06350,Personal Loan
LOAN_021420,CUST06350,Home Equity Loan
LOAN_021421,CUST06350,Debt Consolidation Loan
LOAN_021422,CUST06350,Student Loan
LOAN_021423,CUST06351,Debt Consolidation Loan
LOAN_021424,CUST06351,Auto Loan
LOAN_021425,CUST06351,Home Equity Loan
LOAN_021426,CUST06351,Student Loan
LOAN_021427,CUST06351,Debt Consolidation Loan
LOAN_021428,CUST06354,Home Equity Loan
LOAN_021429,CUST06354,Auto Loan
LOAN_021430,CUST06354,Debt Consolidation Loan
LOAN_021431,CUST06355,Not Specified
LOAN_021432,CUST06355,Mortgage Loan
LOAN_021433,CUST06355,Mortgage Loan
LOAN_021434,CUST06355,Mortgage Loan
LOAN_021435,CUST06355,Home Equity Loan
LOAN_021436,CUST06355,Not Specified
LOAN_021437,CUST06355,Debt Consolidation Loan
LOAN_021438,CUST06356,Home Equity Loan
LOAN_021439,CUST06356,Debt Consolidation Loan
LOAN_021440,CUST06356,Debt Consolidation Loan
LOAN_021441,CUST06357,Home Equity Loan
LOAN_021442,CUST06357,Student Loan
LOAN_021443,CUST06358,Home Equity Loan
LOAN_021444,CUST06358,Student Loan
LOAN_021445,CUST06358,Student Loan
LOAN_021446,CUST06358,Payday Loan
LOAN_021447,CUST06359,Student Loan
LOAN_021448,CUST06359,Payday Loan
LOAN_021449,CUST06359,Personal Loan
LOAN_021450,CUST06359,Student Loan
LOAN_021451,CUST06360,Student Loan
LOAN_021452,CUST06360,Mortgage Loan
LOAN_021453,CUST06360,Student Loan
LOAN_021454,CUST06360,Not Specified
LOAN_021455,CUST06361,Personal Loan
LOAN_021456,CUST06361,Debt Consolidation Loan
LOAN_021457,CUST06361,Personal Loan
LOAN_021458,CUST06361,Student Loan
LOAN_021459,CUST06361,Payday Loan
LOAN_021460,CUST06362,Personal Loan
LOAN_021461,CUST06362,Auto Loan
LOAN_021462,CUST06362,Not Specified
LOAN_021463,CUST06362,Home Equity Loan
LOAN_021464,CUST06362,Home Equity Loan
LOAN_021465,CUST06362,Credit-Builder Loan
LOAN_021466,CUST06362,Credit-Builder Loan
LOAN_021467,CUST06363,Home Equity Loan
LOAN_021468,CUST06365,Debt Consolidation Loan
LOAN_021469,CUST06365,Mortgage Loan
LOAN_021470,CUST06366,Mortgage Loan
LOAN_021471,CUST06366,Personal Loan
LOAN_021472,CUST06366,Personal Loan
LOAN_021473,CUST06366,Personal Loan
LOAN_021474,CUST06366,Payday Loan
LOAN_021475,CUST06367,Auto Loan
LOAN_021476,CUST06367,Payday Loan
LOAN_021477,CUST06367,Student Loan
LOAN_021478,CUST06367,Student Loan
LOAN_021479,CUST06367,Credit-Builder Loan
LOAN_021480,CUST06367,Payday Loan
LOAN_021481,CUST06368,Student Loan
LOAN_021482,CUST06368,Not Specified
LOAN_021483,CUST06368,Mortgage Loan
LOAN_021484,CUST06369,Payday Loan
LOAN_021485,CUST06369,Credit-Builder Loan
LOAN_021486,CUST06369,Payday Loan
LOAN_021487,CUST06369,Mortgage Loan
LOAN_021488,CUST06369,Auto Loan
LOAN_021489,CUST06370,Student Loan
LOAN_021490,CUST06370,Not Specified
LOAN_021491,CUST06370,Student Loan
LOAN_021492,CUST06371,Mortgage Loan
LOAN_021493,CUST06371,Mortgage Loan
LOAN_021494,CUST06372,Home Equity Loan
LOAN_021495,CUST06372,Home Equity Loan
LOAN_021496,CUST06373,Auto Loan
LOAN_021497,CUST06373,Not Specified
LOAN_021498,CUST06373,Student Loan
LOAN_021499,CUST06373,Auto Loan
LOAN_021500,CUST06374,Debt Consolidation Loan
LOAN_021501,CUST06374,Student Loan
LOAN_021502,CUST06374,Credit-Builder Loan
LOAN_021503,CUST06375,Personal Loan
LOAN_021504,CUST06375,Auto Loan
LOAN_021505,CUST06375,Not Specified
LOAN_021506,CUST06375,Home Equity Loan
LOAN_021507,CUST06375,Auto Loan
LOAN_021508,CUST06375,Mortgage Loan
LOAN_021509,CUST06375,Personal Loan
LOAN_021510,CUST06375,Personal Loan
LOAN_021511,CUST06376,Mortgage Loan
LOAN_021512,CUST06376,Personal Loan
LOAN_021513,CUST06376,Auto Loan
LOAN_021514,CUST06377,Credit-Builder Loan
LOAN_021515,CUST06378,Credit-Builder Loan
LOAN_021516,CUST06378,Debt Consolidation Loan
LOAN_021517,CUST06379,Credit-Builder Loan
LOAN_021518,CUST06379,Payday Loan
LOAN_021519,CUST06379,Mortgage Loan
LOAN_021520,CUST06380,Not Specified
LOAN_021521,CUST06381,Payday Loan
LOAN_021522,CUST06381,Home Equity Loan
LOAN_021523,CUST06381,Mortgage Loan
LOAN_021524,CUST06381,Mortgage Loan
LOAN_021525,CUST06382,Credit-Builder Loan
LOAN_021526,CUST06382,Debt Consolidation Loan
LOAN_021527,CUST06382,Home Equity Loan
LOAN_021528,CUST06382,Auto Loan
LOAN_021529,CUST06383,Debt Consolidation Loan
LOAN_021530,CUST06383,Credit-Builder Loan
LOAN_021531,CUST06383,Debt Consolidation Loan
LOAN_021532,CUST06383,Payday Loan
LOAN_021533,CUST06384,No Loan
LOAN_021534,CUST06385,Debt Consolidation Loan
LOAN_021535,CUST06385,Home Equity Loan
LOAN_021536,CUST06385,Student Loan
LOAN_021537,CUST06385,Credit-Builder Loan
LOAN_021538,CUST06386,Personal Loan
LOAN_021539,CUST06386,Personal Loan
LOAN_021540,CUST06386,Personal Loan
LOAN_021541,CUST06387,Debt Consolidation Loan
LOAN_021542,CUST06387,Debt Consolidation Loan
LOAN_021543,CUST06387,Payday Loan
LOAN_021544,CUST06387,Payday Loan
LOAN_021545,CUST06388,Personal Loan
LOAN_021546,CUST06388,Mortgage Loan
LOAN_021547,CUST06389,Not Specified
LOAN_021548,CUST06389,Student Loan
LOAN_021549,CUST06389,Payday Loan
LOAN_021550,CUST06389,Student Loan
LOAN_021551,CUST06389,Auto Loan
LOAN_021552,CUST06390,Payday Loan
LOAN_021553,CUST06390,Mortgage Loan
LOAN_021554,CUST06391,Student Loan
LOAN_021555,CUST06391,Not Specified
LOAN_021556,CUST06391,Payday Loan
LOAN_021557,CUST06391,Personal Loan
LOAN_021558,CUST06391,Not Specified
LOAN_021559,CUST06391,Personal Loan
LOAN_021560,CUST06391,Personal Loan
LOAN_021561,CUST06392,No Loan
LOAN_021562,CUST06393,Student Loan
LOAN_021563,CUST06394,Student Loan
LOAN_021564,CUST06395,Mortgage Loan
LOAN_021565,CUST06395,Mortgage Loan
LOAN_021566,CUST06395,Mortgage Loan
LOAN_021567,CUST06395,Student Loan
LOAN_021568,CUST06395,Credit-Builder Loan
LOAN_021569,CUST06396,Student Loan
LOAN_021570,CUST06396,Debt Consolidation Loan
LOAN_021571,CUST06396,Auto Loan
LOAN_021572,CUST06396,Mortgage Loan
LOAN_021573,CUST06396,Credit-Builder Loan
LOAN_021574,CUST06396,Personal Loan
LOAN_021575,CUST06396,Not Specified
LOAN_021576,CUST06397,Credit-Builder Loan
LOAN_021577,CUST06397,Mortgage Loan
LOAN_021578,CUST06397,Payday Loan
LOAN_021579,CUST06397,Payday Loan
LOAN_021580,CUST06398,Personal Loan
LOAN_021581,CUST06398,Mortgage Loan
LOAN_021582,CUST06398,Home Equity Loan
LOAN_021583,CUST06398,Personal Loan
LOAN_021584,CUST06399,Mortgage Loan
LOAN_021585,CUST06399,Auto Loan
LOAN_021586,CUST06399,Not Specified
LOAN_021587,CUST06399,Not Specified
LOAN_021588,CUST06399,Debt Consolidation Loan
LOAN_021589,CUST06400,Personal Loan
LOAN_021590,CUST06400,Personal Loan
LOAN_021591,CUST06400,Credit-Builder Loan
LOAN_021592,CUST06400,Payday Loan
LOAN_021593,CUST06400,Mortgage Loan
LOAN_021594,CUST06400,Credit-Builder Loan
LOAN_021595,CUST06400,Payday Loan
LOAN_021596,CUST06400,Home Equity Loan
LOAN_021597,CUST06402,Personal Loan
LOAN_021598,CUST06402,Credit-Builder Loan
LOAN_021599,CUST06402,Debt Consolidation Loan
LOAN_021600,CUST06403,Home Equity Loan
LOAN_021601,CUST06403,Not Specified
LOAN_021602,CUST06403,Personal Loan
LOAN_021603,CUST06403,Auto Loan
LOAN_021604,CUST06404,Mortgage Loan
LOAN_021605,CUST06404,Student Loan
LOAN_021606,CUST06404,Debt Consolidation Loan
LOAN_021607,CUST06405,Mortgage Loan
LOAN_021608,CUST06405,Home Equity Loan
LOAN_021609,CUST06405,Credit-Builder Loan
LOAN_021610,CUST06405,Mortgage Loan
LOAN_021611,CUST06406,Mortgage Loan
LOAN_021612,CUST06407,Student Loan
LOAN_021613,CUST06407,Payday Loan
LOAN_021614,CUST06407,Debt Consolidation Loan
LOAN_021615,CUST06407,Personal Loan
LOAN_021616,CUST06407,Home Equity Loan
LOAN_021617,CUST06407,Payday Loan
LOAN_021618,CUST06408,Payday Loan
LOAN_021619,CUST06408,Credit-Builder Loan
LOAN_021620,CUST06408,Payday Loan
LOAN_021621,CUST06408,Personal Loan
LOAN_021622,CUST06408,Auto Loan
LOAN_021623,CUST06408,Auto Loan
LOAN_021624,CUST06408,Debt Consolidation Loan
LOAN_021625,CUST06408,Not Specified
LOAN_021626,CUST06409,Auto Loan
LOAN_021627,CUST06409,Personal Loan
LOAN_021628,CUST06410,Student Loan
LOAN_021629,CUST06410,Credit-Builder Loan
LOAN_021630,CUST06410,Credit-Builder Loan
LOAN_021631,CUST06411,Payday Loan
LOAN_021632,CUST06411,Debt Consolidation Loan
LOAN_021633,CUST06411,Home Equity Loan
LOAN_021634,CUST06412,Debt Consolidation Loan
LOAN_021635,CUST06412,Not Specified
LOAN_021636,CUST06412,Home Equity Loan
LOAN_021637,CUST06413,Debt Consolidation Loan
LOAN_021638,CUST06414,Auto Loan
LOAN_021639,CUST06414,Payday Loan
LOAN_021640,CUST06414,Student Loan
LOAN_021641,CUST06415,Not Specified
LOAN_021642,CUST06416,Auto Loan
LOAN_021643,CUST06416,Personal Loan
LOAN_021644,CUST06416,Student Loan
LOAN_021645,CUST06417,No Loan
LOAN_021646,CUST06418,Personal Loan
LOAN_021647,CUST06418,Mortgage Loan
LOAN_021648,CUST06419,Student Loan
LOAN_021649,CUST06419,Credit-Builder Loan
LOAN_021650,CUST06419,Payday Loan
LOAN_021651,CUST06420,Student Loan
LOAN_021652,CUST06420,Home Equity Loan
LOAN_021653,CUST06420,Payday Loan
LOAN_021654,CUST06421,No Loan
LOAN_021655,CUST06422,No Loan
LOAN_021656,CUST06423,Home Equity Loan
LOAN_021657,CUST06423,Debt Consolidation Loan
LOAN_021658,CUST06423,Payday Loan
LOAN_021659,CUST06423,Payday Loan
LOAN_021660,CUST06423,Home Equity Loan
LOAN_021661,CUST06423,Payday Loan
LOAN_021662,CUST06423,Home Equity Loan
LOAN_021663,CUST06423,Credit-Builder Loan
LOAN_021664,CUST06423,Student Loan
LOAN_021665,CUST06424,Payday Loan
LOAN_021666,CUST06424,Credit-Builder Loan
LOAN_021667,CUST06425,Payday Loan
LOAN_021668,CUST06425,Personal Loan
LOAN_021669,CUST06425,Payday Loan
LOAN_021670,CUST06426,No Loan
LOAN_021671,CUST06427,Debt Consolidation Loan
LOAN_021672,CUST06428,Credit-Builder Loan
LOAN_021673,CUST06428,Student Loan
LOAN_021674,CUST06428,Home Equity Loan
LOAN_021675,CUST06428,Mortgage Loan
LOAN_021676,CUST06428,Not Specified
LOAN_021677,CUST06428,Payday Loan
LOAN_021678,CUST06428,Not Specified
LOAN_021679,CUST06428,Not Specified
LOAN_021680,CUST06428,Personal Loan
LOAN_021681,CUST06429,No Loan
LOAN_021682,CUST06430,Payday Loan
LOAN_021683,CUST06430,Debt Consolidation Loan
LOAN_021684,CUST06431,No Loan
LOAN_021685,CUST06432,Debt Consolidation Loan
LOAN_021686,CUST06432,Debt Consolidation Loan
LOAN_021687,CUST06432,Student Loan
LOAN_021688,CUST06432,Mortgage Loan
LOAN_021689,CUST06433,Mortgage Loan
LOAN_021690,CUST06433,Auto Loan
LOAN_021691,CUST06434,Student Loan
LOAN_021692,CUST06434,Credit-Builder Loan
LOAN_021693,CUST06434,Home Equity Loan
LOAN_021694,CUST06434,Mortgage Loan
LOAN_021695,CUST06434,Student Loan
LOAN_021696,CUST06436,Credit-Builder Loan
LOAN_021697,CUST06436,Debt Consolidation Loan
LOAN_021698,CUST06436,Auto Loan
LOAN_021699,CUST06436,Home Equity Loan
LOAN_021700,CUST06437,No Loan
LOAN_021701,CUST06438,Mortgage Loan
LOAN_021702,CUST06438,Student Loan
LOAN_021703,CUST06438,Payday Loan
LOAN_021704,CUST06438,Home Equity Loan
LOAN_021705,CUST06438,Payday Loan
LOAN_021706,CUST06438,Not Specified
LOAN_021707,CUST06438,Personal Loan
LOAN_021708,CUST06439,Home Equity Loan
LOAN_021709,CUST06439,Mortgage Loan
LOAN_021710,CUST06439,Mortgage Loan
LOAN_021711,CUST06439,Debt Consolidation Loan
LOAN_021712,CUST06440,Debt Consolidation Loan
LOAN_021713,CUST06440,Home Equity Loan
LOAN_021714,CUST06440,Student Loan
LOAN_021715,CUST06440,Student Loan
LOAN_021716,CUST06441,Student Loan
LOAN_021717,CUST06441,Personal Loan
LOAN_021718,CUST06441,Payday Loan
LOAN_021719,CUST06441,Payday Loan
LOAN_021720,CUST06441,Student Loan
LOAN_021721,CUST06441,Student Loan
LOAN_021722,CUST06442,Student Loan
LOAN_021723,CUST06443,No Loan
LOAN_021724,CUST06444,Personal Loan
LOAN_021725,CUST06444,Payday Loan
LOAN_021726,CUST06445,No Loan
LOAN_021727,CUST06446,Personal Loan
LOAN_021728,CUST06446,Credit-Builder Loan
LOAN_021729,CUST06446,Home Equity Loan
LOAN_021730,CUST06446,Student Loan
LOAN_021731,CUST06446,Credit-Builder Loan
LOAN_021732,CUST06446,Debt Consolidation Loan
LOAN_021733,CUST06447,Personal Loan
LOAN_021734,CUST06448,Mortgage Loan
LOAN_021735,CUST06448,Auto Loan
LOAN_021736,CUST06448,Auto Loan
LOAN_021737,CUST06448,Credit-Builder Loan
LOAN_021738,CUST06448,Debt Consolidation Loan
LOAN_021739,CUST06448,Home Equity Loan
LOAN_021740,CUST06449,Auto Loan
LOAN_021741,CUST06450,Personal Loan
LOAN_021742,CUST06450,Not Specified
LOAN_021743,CUST06450,Mortgage Loan
LOAN_021744,CUST06451,Mortgage Loan
LOAN_021745,CUST06451,Not Specified
LOAN_021746,CUST06451,Not Specified
LOAN_021747,CUST06452,Payday Loan
LOAN_021748,CUST06452,Payday Loan
LOAN_021749,CUST06452,Payday Loan
LOAN_021750,CUST06452,Not Specified
LOAN_021751,CUST06452,Personal Loan
LOAN_021752,CUST06452,Payday Loan
LOAN_021753,CUST06452,Home Equity Loan
LOAN_021754,CUST06453,Personal Loan
LOAN_021755,CUST06453,Payday Loan
LOAN_021756,CUST06454,Payday Loan
LOAN_021757,CUST06454,Auto Loan
LOAN_021758,CUST06454,Payday Loan
LOAN_021759,CUST06454,Home Equity Loan
LOAN_021760,CUST06454,Credit-Builder Loan
LOAN_021761,CUST06455,Not Specified
LOAN_021762,CUST06455,Payday Loan
LOAN_021763,CUST06456,Personal Loan
LOAN_021764,CUST06456,Mortgage Loan
LOAN_021765,CUST06457,Student Loan
LOAN_021766,CUST06457,Payday Loan
LOAN_021767,CUST06457,Not Specified
LOAN_021768,CUST06457,Home Equity Loan
LOAN_021769,CUST06458,Payday Loan
LOAN_021770,CUST06458,Home Equity Loan
LOAN_021771,CUST06458,Debt Consolidation Loan
LOAN_021772,CUST06459,Payday Loan
LOAN_021773,CUST06459,Home Equity Loan
LOAN_021774,CUST06459,Payday Loan
LOAN_021775,CUST06459,Payday Loan
LOAN_021776,CUST06459,Payday Loan
LOAN_021777,CUST06459,Home Equity Loan
LOAN_021778,CUST06459,Not Specified
LOAN_021779,CUST06460,Auto Loan
LOAN_021780,CUST06461,Debt Consolidation Loan
LOAN_021781,CUST06461,Mortgage Loan
LOAN_021782,CUST06461,Personal Loan
LOAN_021783,CUST06461,Home Equity Loan
LOAN_021784,CUST06461,Auto Loan
LOAN_021785,CUST06461,Credit-Builder Loan
LOAN_021786,CUST06461,Auto Loan
LOAN_021787,CUST06462,Personal Loan
LOAN_021788,CUST06462,Auto Loan
LOAN_021789,CUST06462,Auto Loan
LOAN_021790,CUST06462,Home Equity Loan
LOAN_021791,CUST06463,Not Specified
LOAN_021792,CUST06463,Credit-Builder Loan
LOAN_021793,CUST06464,Credit-Builder Loan
LOAN_021794,CUST06464,Debt Consolidation Loan
LOAN_021795,CUST06464,Not Specified
LOAN_021796,CUST06464,Debt Consolidation Loan
LOAN_021797,CUST06465,Debt Consolidation Loan
LOAN_021798,CUST06465,Personal Loan
LOAN_021799,CUST06466,Credit-Builder Loan
LOAN_021800,CUST06466,Personal Loan
LOAN_021801,CUST06466,Credit-Builder Loan
LOAN_021802,CUST06466,Home Equity Loan
LOAN_021803,CUST06466,Home Equity Loan
LOAN_021804,CUST06467,Credit-Builder Loan
LOAN_021805,CUST06467,Auto Loan
LOAN_021806,CUST06467,Credit-Builder Loan
LOAN_021807,CUST06467,Not Specified
LOAN_021808,CUST06467,Student Loan
LOAN_021809,CUST06467,Student Loan
LOAN_021810,CUST06467,Auto Loan
LOAN_021811,CUST06467,Home Equity Loan
LOAN_021812,CUST06467,Home Equity Loan
LOAN_021813,CUST06468,Not Specified
LOAN_021814,CUST06468,Debt Consolidation Loan
LOAN_021815,CUST06468,Not Specified
LOAN_021816,CUST06469,Not Specified
LOAN_021817,CUST06469,Mortgage Loan
LOAN_021818,CUST06469,Student Loan
LOAN_021819,CUST06469,Student Loan
LOAN_021820,CUST06469,Personal Loan
LOAN_021821,CUST06469,Student Loan
LOAN_021822,CUST06470,Auto Loan
LOAN_021823,CUST06470,Debt Consolidation Loan
LOAN_021824,CUST06470,Credit-Builder Loan
LOAN_021825,CUST06470,Payday Loan
LOAN_021826,CUST06470,Mortgage Loan
LOAN_021827,CUST06470,Debt Consolidation Loan
LOAN_021828,CUST06471,Personal Loan
LOAN_021829,CUST06471,Debt Consolidation Loan
LOAN_021830,CUST06471,Personal Loan
LOAN_021831,CUST06471,Not Specified
LOAN_021832,CUST06471,Debt Consolidation Loan
LOAN_021833,CUST06471,Personal Loan
LOAN_021834,CUST06471,Mortgage Loan
LOAN_021835,CUST06472,Not Specified
LOAN_021836,CUST06472,Auto Loan
LOAN_021837,CUST06472,Credit-Builder Loan
LOAN_021838,CUST06472,Student Loan
LOAN_021839,CUST06472,Not Specified
LOAN_021840,CUST06473,Not Specified
LOAN_021841,CUST06473,Mortgage Loan
LOAN_021842,CUST06473,Not Specified
LOAN_021843,CUST06473,Not Specified
LOAN_021844,CUST06474,Mortgage Loan
LOAN_021845,CUST06474,Mortgage Loan
LOAN_021846,CUST06474,Auto Loan
LOAN_021847,CUST06474,Credit-Builder Loan
LOAN_021848,CUST06474,Personal Loan
LOAN_021849,CUST06475,Auto Loan
LOAN_021850,CUST06475,Home Equity Loan
LOAN_021851,CUST06475,Credit-Builder Loan
LOAN_021852,CUST06476,No Loan
LOAN_021853,CUST06477,Debt Consolidation Loan
LOAN_021854,CUST06477,Debt Consolidation Loan
LOAN_021855,CUST06477,Home Equity Loan
LOAN_021856,CUST06478,Student Loan
LOAN_021857,CUST06478,Not Specified
LOAN_021858,CUST06479,Auto Loan
LOAN_021859,CUST06479,Auto Loan
LOAN_021860,CUST06480,Home Equity Loan
LOAN_021861,CUST06480,Not Specified
LOAN_021862,CUST06480,Auto Loan
LOAN_021863,CUST06480,Credit-Builder Loan
LOAN_021864,CUST06481,Not Specified
LOAN_021865,CUST06481,Student Loan
LOAN_021866,CUST06481,Credit-Builder Loan
LOAN_021867,CUST06481,Student Loan
LOAN_021868,CUST06481,Mortgage Loan
LOAN_021869,CUST06482,No Loan
LOAN_021870,CUST06483,Personal Loan
LOAN_021871,CUST06483,Debt Consolidation Loan
LOAN_021872,CUST06483,Payday Loan
LOAN_021873,CUST06483,Mortgage Loan
LOAN_021874,CUST06484,Student Loan
LOAN_021875,CUST06486,Auto Loan
LOAN_021876,CUST06486,Student Loan
LOAN_021877,CUST06486,Auto Loan
LOAN_021878,CUST06486,Debt Consolidation Loan
LOAN_021879,CUST06486,Not Specified
LOAN_021880,CUST06486,Credit-Builder Loan
LOAN_021881,CUST06486,Not Specified
LOAN_021882,CUST06487,Auto Loan
LOAN_021883,CUST06487,Mortgage Loan
LOAN_021884,CUST06487,Payday Loan
