Account_ID,Customer_ID,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Credit_Mix
ACC_CUST05637,CUST05637,3,4,1,0,Good
ACC_CUST05638,CUST05638,4,6,16,4,Standard
ACC_CUST05639,CUST05639,5,7,18,3,Standard
ACC_CUST05640,CUST05640,7,6,29,5,Standard
ACC_CUST05641,CUST05641,8,7,32,5,Standard
ACC_CUST05642,CUST05642,2,6,12,2,Good
ACC_CUST05643,CUST05643,7,4,14,1,Standard
ACC_CUST05644,CUST05644,8,6,20,1,Standard
ACC_CUST05645,CUST05645,8,7,7,4,Standard
ACC_CUST05646,CUST05646,8,5,10,3,Good
ACC_CUST05647,CUST05647,7,10,23,6,Bad
ACC_CUST05648,CUST05648,3,4,9,0,Good
ACC_CUST05649,CUST05649,9,8,26,2,Bad
ACC_CUST05650,CUST05650,7,7,33,5,Standard
ACC_CUST05651,CUST05651,6,6,20,5,Standard
ACC_CUST05653,CUST05653,0,4,6,1,Good
ACC_CUST05655,CUST05655,5,7,5,0,Standard
ACC_CUST05656,CUST05656,5,3,10,3,Good
ACC_CUST05657,CUST05657,5,7,19,1,Standard
ACC_CUST05658,CUST05658,7,10,19,7,Bad
ACC_CUST05660,CUST05660,2,3,4,4,Good
ACC_CUST05661,CUST05661,2,5,10,1,Good
ACC_CUST05662,CUST05662,3,3,14,3,Standard
ACC_CUST05663,CUST05663,3,5,15,1,Standard
ACC_CUST05664,CUST05664,6,6,8,0,Standard
ACC_CUST05665,CUST05665,10,7,33,4,Standard
ACC_CUST05666,CUST05666,9,7,16,6,Bad
ACC_CUST05667,CUST05667,2,5,4,0,Good
ACC_CUST05668,CUST05668,4,5,19,5,Standard
ACC_CUST05669,CUST05669,5,5,6,3,Standard
ACC_CUST05670,CUST05670,7,3,20,2,Standard
ACC_CUST05671,CUST05671,0,4,6,0,Good
ACC_CUST05672,CUST05672,8,8,15,7,Bad
ACC_CUST05673,CUST05673,4,7,3,3,Good
ACC_CUST05674,CUST05674,10,10,15,2,Standard
ACC_CUST05675,CUST05675,9,10,19,5,Bad
ACC_CUST05676,CUST05676,4,4,18,1,Standard
ACC_CUST05677,CUST05677,6,9,33,7,Bad
ACC_CUST05678,CUST05678,7,6,14,3,Standard
ACC_CUST05679,CUST05679,0,4,3,0,Good
ACC_CUST05680,CUST05680,5,6,2,3,Good
ACC_CUST05681,CUST05681,0,4,5,3,Good
ACC_CUST05682,CUST05682,5,5,1,4,Good
ACC_CUST05683,CUST05683,3,7,15,0,Standard
ACC_CUST05684,CUST05684,10,8,22,5,Bad
ACC_CUST05685,CUST05685,5,4,9,3,Standard
ACC_CUST05687,CUST05687,4,3,7,0,Good
ACC_CUST05688,CUST05688,8,3,9,0,Standard
ACC_CUST05689,CUST05689,5,5,2,2,Good
ACC_CUST05690,CUST05690,8,10,15,3,Bad
ACC_CUST05691,CUST05691,6,6,20,4,Bad
ACC_CUST05692,CUST05692,6,3,18,2,Standard
ACC_CUST05693,CUST05693,2,4,1,0,Good
ACC_CUST05694,CUST05694,5,4,5,0,Standard
ACC_CUST05695,CUST05695,8,7,34,9,Bad
ACC_CUST05696,CUST05696,4,5,9,0,Good
ACC_CUST05697,CUST05697,7,7,9,2,Standard
ACC_CUST05699,CUST05699,5,3,11,1,Standard
ACC_CUST05700,CUST05700,7,4,6,3,Standard
ACC_CUST05701,CUST05701,7,4,9,2,Standard
ACC_CUST05702,CUST05702,1,5,6,0,Good
ACC_CUST05703,CUST05703,7,10,33,5,Bad
ACC_CUST05704,CUST05704,0,4,3,0,Good
ACC_CUST05705,CUST05705,3,5,2,3,Good
ACC_CUST05706,CUST05706,1,5,3,4,Good
ACC_CUST05707,CUST05707,8,4,14,1,Standard
ACC_CUST05708,CUST05708,10,7,22,3,Standard
ACC_CUST05709,CUST05709,0,3,11,3,Good
ACC_CUST05710,CUST05710,6,5,32,3,Bad
ACC_CUST05711,CUST05711,3,4,14,4,Standard
ACC_CUST05712,CUST05712,6,7,17,4,Standard
ACC_CUST05713,CUST05713,5,2,1,2,Good
ACC_CUST05714,CUST05714,3,1,7,0,Good
ACC_CUST05715,CUST05715,6,7,6,1,Standard
ACC_CUST05716,CUST05716,5,3,10,2,Good
ACC_CUST05717,CUST05717,8,5,18,1,Standard
ACC_CUST05718,CUST05718,3,6,19,2,Standard
ACC_CUST05719,CUST05719,2,3,2,3,Good
ACC_CUST05720,CUST05720,8,6,28,7,Bad
ACC_CUST05721,CUST05721,4,5,10,4,Standard
ACC_CUST05722,CUST05722,6,6,29,9,Bad
ACC_CUST05723,CUST05723,10,6,21,8,Bad
ACC_CUST05725,CUST05725,5,8,29,2,Standard
ACC_CUST05726,CUST05726,3,4,8,0,Good
ACC_CUST05728,CUST05728,5,6,15,3,Standard
ACC_CUST05729,CUST05729,0,5,1,4,Good
ACC_CUST05730,CUST05730,5,4,6,4,Standard
ACC_CUST05731,CUST05731,5,5,1,1,Good
ACC_CUST05732,CUST05732,7,6,10,1,Standard
ACC_CUST05733,CUST05733,8,4,9,0,Standard
ACC_CUST05734,CUST05734,7,4,15,2,Standard
ACC_CUST05735,CUST05735,4,9,22,4,Standard
ACC_CUST05736,CUST05736,6,6,6,6,Standard
ACC_CUST05737,CUST05737,7,7,29,8,Bad
ACC_CUST05738,CUST05738,6,8,19,6,Bad
ACC_CUST05739,CUST05739,4,6,6,3,Standard
ACC_CUST05740,CUST05740,4,6,5,4,Standard
ACC_CUST05741,CUST05741,2,3,8,4,Good
ACC_CUST05742,CUST05742,4,4,11,3,Standard
ACC_CUST05743,CUST05743,7,4,20,1,Standard
ACC_CUST05744,CUST05744,9,7,17,3,Bad
ACC_CUST05745,CUST05745,7,5,9,2,Standard
ACC_CUST05746,CUST05746,5,6,7,1,Good
ACC_CUST05749,CUST05749,6,6,12,0,Standard
ACC_CUST05750,CUST05750,6,4,12,3,Standard
ACC_CUST05751,CUST05751,3,3,7,2,Standard
ACC_CUST05752,CUST05752,4,7,7,5,Standard
ACC_CUST05753,CUST05753,10,10,32,3,Bad
ACC_CUST05754,CUST05754,3,1,8,0,Good
ACC_CUST05755,CUST05755,5,6,6,3,Good
ACC_CUST05756,CUST05756,4,5,14,1,Standard
ACC_CUST05757,CUST05757,6,3,10,0,Good
ACC_CUST05758,CUST05758,3,6,11,7,Standard
ACC_CUST05759,CUST05759,4,4,10,4,Standard
ACC_CUST05760,CUST05760,5,4,15,1,Standard
ACC_CUST05761,CUST05761,8,8,28,5,Bad
ACC_CUST05762,CUST05762,8,5,12,3,Standard
ACC_CUST05763,CUST05763,8,3,18,5,Standard
ACC_CUST05764,CUST05764,9,9,16,7,Bad
ACC_CUST05765,CUST05765,5,7,16,7,Standard
ACC_CUST05766,CUST05766,9,9,20,9,Bad
ACC_CUST05767,CUST05767,4,5,16,2,Standard
ACC_CUST05768,CUST05768,6,5,9,0,Standard
ACC_CUST05769,CUST05769,5,7,17,1,Standard
ACC_CUST05770,CUST05770,3,7,6,0,Good
ACC_CUST05771,CUST05771,5,3,30,6,Standard
ACC_CUST05772,CUST05772,2,3,9,3,Good
ACC_CUST05773,CUST05773,4,3,2,4,Good
ACC_CUST05774,CUST05774,9,7,24,8,Bad
ACC_CUST05775,CUST05775,5,7,2,2,Good
ACC_CUST05776,CUST05776,3,6,3,2,Good
ACC_CUST05777,CUST05777,3,7,19,4,Standard
ACC_CUST05778,CUST05778,7,3,12,2,Standard
ACC_CUST05779,CUST05779,7,6,34,6,Bad
ACC_CUST05780,CUST05780,7,8,32,7,Bad
ACC_CUST05781,CUST05781,4,7,1,3,Good
ACC_CUST05782,CUST05782,3,7,13,3,Standard
ACC_CUST05783,CUST05783,1,3,11,0,Good
ACC_CUST05784,CUST05784,9,5,32,6,Bad
ACC_CUST05785,CUST05785,5,5,12,5,Standard
ACC_CUST05786,CUST05786,10,10,23,8,Bad
ACC_CUST05787,CUST05787,7,10,16,5,Bad
ACC_CUST05788,CUST05788,3,5,10,3,Standard
ACC_CUST05789,CUST05789,7,4,17,4,Standard
ACC_CUST05790,CUST05790,5,2,5,1,Good
ACC_CUST05791,CUST05791,3,6,2,3,Good
ACC_CUST05792,CUST05792,5,6,19,5,Standard
ACC_CUST05793,CUST05793,5,6,19,2,Standard
ACC_CUST05794,CUST05794,7,3,10,1,Standard
ACC_CUST05795,CUST05795,5,6,16,2,Standard
ACC_CUST05796,CUST05796,0,3,4,0,Good
ACC_CUST05797,CUST05797,7,3,19,3,Standard
ACC_CUST05798,CUST05798,1,4,7,0,Good
ACC_CUST05799,CUST05799,7,7,29,5,Standard
ACC_CUST05800,CUST05800,3,4,7,3,Good
ACC_CUST05801,CUST05801,7,6,12,2,Standard
ACC_CUST05802,CUST05802,4,5,11,4,Standard
ACC_CUST05803,CUST05803,5,3,15,2,Standard
ACC_CUST05804,CUST05804,4,5,14,1,Standard
ACC_CUST05805,CUST05805,3,5,18,3,Standard
ACC_CUST05807,CUST05807,6,4,16,4,Standard
ACC_CUST05808,CUST05808,7,4,6,1,Standard
ACC_CUST05809,CUST05809,6,3,14,1,Standard
ACC_CUST05811,CUST05811,5,3,1,0,Good
ACC_CUST05812,CUST05812,7,6,28,8,Bad
ACC_CUST05813,CUST05813,4,1,10,3,Good
ACC_CUST05814,CUST05814,5,3,4,4,Good
ACC_CUST05815,CUST05815,3,7,6,2,Good
ACC_CUST05816,CUST05816,6,5,24,4,Bad
ACC_CUST05817,CUST05817,0,5,7,3,Good
ACC_CUST05819,CUST05819,2,3,11,1,Good
ACC_CUST05820,CUST05820,8,3,8,2,Standard
ACC_CUST05821,CUST05821,4,4,13,2,Standard
ACC_CUST05822,CUST05822,7,3,34,3,Standard
ACC_CUST05823,CUST05823,0,3,4,2,Good
ACC_CUST05824,CUST05824,4,4,15,7,Standard
ACC_CUST05826,CUST05826,3,6,3,3,Good
ACC_CUST05827,CUST05827,5,7,15,4,Standard
ACC_CUST05828,CUST05828,6,10,19,5,Bad
ACC_CUST05829,CUST05829,6,7,15,0,Standard
ACC_CUST05830,CUST05830,3,3,6,4,Good
ACC_CUST05831,CUST05831,6,3,18,1,Standard
ACC_CUST05833,CUST05833,5,1,3,3,Good
ACC_CUST05834,CUST05834,4,5,9,0,Good
ACC_CUST05835,CUST05835,3,4,14,4,Standard
ACC_CUST05836,CUST05836,4,6,4,3,Good
ACC_CUST05837,CUST05837,3,5,6,1,Standard
ACC_CUST05838,CUST05838,0,7,12,1,Good
ACC_CUST05839,CUST05839,8,3,16,4,Standard
ACC_CUST05840,CUST05840,8,6,23,2,Bad
ACC_CUST05842,CUST05842,6,6,5,3,Standard
ACC_CUST05843,CUST05843,6,9,15,9,Bad
ACC_CUST05844,CUST05844,5,6,6,1,Standard
ACC_CUST05845,CUST05845,5,4,11,0,Standard
ACC_CUST05846,CUST05846,9,10,19,6,Bad
ACC_CUST05847,CUST05847,8,5,5,2,Standard
ACC_CUST05848,CUST05848,8,10,28,2,Bad
ACC_CUST05849,CUST05849,6,10,25,9,Bad
ACC_CUST05850,CUST05850,4,6,12,2,Good
ACC_CUST05851,CUST05851,3,2,5,3,Good
ACC_CUST05852,CUST05852,8,10,24,5,Bad
ACC_CUST05853,CUST05853,3,5,4,3,Good
ACC_CUST05854,CUST05854,0,7,9,0,Good
ACC_CUST05855,CUST05855,6,9,20,3,Standard
ACC_CUST05857,CUST05857,3,7,19,5,Standard
ACC_CUST05858,CUST05858,4,3,12,2,Good
ACC_CUST05859,CUST05859,1,5,11,3,Good
ACC_CUST05860,CUST05860,9,6,24,9,Bad
ACC_CUST05861,CUST05861,10,7,27,2,Bad
ACC_CUST05862,CUST05862,4,5,17,3,Standard
ACC_CUST05863,CUST05863,6,6,19,1,Standard
ACC_CUST05864,CUST05864,3,4,12,4,Standard
ACC_CUST05865,CUST05865,6,4,13,1,Standard
ACC_CUST05866,CUST05866,7,6,6,4,Standard
ACC_CUST05867,CUST05867,1,5,4,3,Good
ACC_CUST05868,CUST05868,8,4,6,3,Standard
ACC_CUST05869,CUST05869,6,6,27,6,Bad
ACC_CUST05872,CUST05872,8,8,23,6,Bad
ACC_CUST05873,CUST05873,5,4,5,0,Good
ACC_CUST05874,CUST05874,5,4,9,2,Good
ACC_CUST05875,CUST05875,5,7,6,3,Standard
ACC_CUST05877,CUST05877,0,5,7,1,Good
ACC_CUST05878,CUST05878,8,5,9,3,Good
ACC_CUST05879,CUST05879,4,5,19,3,Standard
ACC_CUST05880,CUST05880,4,3,12,4,Good
ACC_CUST05881,CUST05881,5,4,15,6,Standard
ACC_CUST05882,CUST05882,9,5,22,2,Bad
ACC_CUST05883,CUST05883,1,3,6,4,Good
ACC_CUST05884,CUST05884,5,7,8,3,Good
ACC_CUST05886,CUST05886,8,8,27,6,Bad
ACC_CUST05887,CUST05887,10,10,30,9,Bad
ACC_CUST05888,CUST05888,0,4,6,4,Good
ACC_CUST05889,CUST05889,3,4,11,1,Standard
ACC_CUST05890,CUST05890,6,3,8,2,Standard
ACC_CUST05891,CUST05891,2,4,9,2,Good
ACC_CUST05892,CUST05892,5,3,4,4,Good
ACC_CUST05893,CUST05893,6,7,17,1,Standard
ACC_CUST05894,CUST05894,5,7,1,1,Good
ACC_CUST05895,CUST05895,5,5,12,5,Standard
ACC_CUST05896,CUST05896,4,5,3,2,Good
ACC_CUST05897,CUST05897,5,4,17,1,Standard
ACC_CUST05898,CUST05898,8,8,23,5,Bad
ACC_CUST05899,CUST05899,8,7,27,7,Bad
ACC_CUST05900,CUST05900,5,3,8,1,Standard
ACC_CUST05901,CUST05901,8,10,18,4,Bad
ACC_CUST05902,CUST05902,0,4,4,3,Good
ACC_CUST05903,CUST05903,8,7,26,3,Standard
ACC_CUST05904,CUST05904,0,4,7,3,Good
ACC_CUST05905,CUST05905,6,7,11,3,Standard
ACC_CUST05906,CUST05906,6,6,20,7,Bad
ACC_CUST05907,CUST05907,8,7,15,5,Standard
ACC_CUST05908,CUST05908,5,5,5,1,Standard
ACC_CUST05909,CUST05909,8,8,25,9,Bad
ACC_CUST05910,CUST05910,3,5,2,0,Good
ACC_CUST05911,CUST05911,4,1,11,0,Good
ACC_CUST05912,CUST05912,5,7,13,3,Standard
ACC_CUST05913,CUST05913,3,5,15,2,Standard
ACC_CUST05914,CUST05914,2,3,5,3,Good
ACC_CUST05915,CUST05915,4,3,9,1,Good
ACC_CUST05916,CUST05916,8,7,24,3,Standard
ACC_CUST05917,CUST05917,5,6,5,0,Standard
ACC_CUST05918,CUST05918,6,9,28,4,Bad
ACC_CUST05919,CUST05919,7,9,33,9,Bad
ACC_CUST05920,CUST05920,4,3,6,3,Standard
ACC_CUST05921,CUST05921,6,5,19,2,Standard
ACC_CUST05922,CUST05922,6,6,27,8,Bad
ACC_CUST05923,CUST05923,7,3,5,3,Standard
ACC_CUST05924,CUST05924,4,6,4,4,Standard
ACC_CUST05925,CUST05925,5,7,17,4,Standard
ACC_CUST05926,CUST05926,3,7,7,4,Standard
ACC_CUST05927,CUST05927,5,4,5,0,Good
ACC_CUST05929,CUST05929,7,3,19,6,Standard
ACC_CUST05930,CUST05930,3,3,5,1,Good
ACC_CUST05931,CUST05931,7,7,23,7,Bad
ACC_CUST05932,CUST05932,6,5,11,1,Standard
ACC_CUST05933,CUST05933,8,4,6,4,Standard
ACC_CUST05934,CUST05934,6,10,25,3,Standard
ACC_CUST05935,CUST05935,3,4,15,0,Standard
ACC_CUST05936,CUST05936,5,3,18,3,Standard
ACC_CUST05937,CUST05937,6,3,7,4,Standard
ACC_CUST05938,CUST05938,4,3,11,3,Good
ACC_CUST05939,CUST05939,7,7,22,9,Bad
ACC_CUST05940,CUST05940,10,5,23,7,Bad
ACC_CUST05941,CUST05941,6,8,26,7,Bad
ACC_CUST05942,CUST05942,7,5,15,5,Bad
ACC_CUST05943,CUST05943,2,4,5,4,Good
ACC_CUST05945,CUST05945,10,7,23,2,Bad
ACC_CUST05946,CUST05946,5,5,11,0,Good
ACC_CUST05947,CUST05947,6,3,9,1,Standard
ACC_CUST05948,CUST05948,10,5,22,7,Bad
ACC_CUST05949,CUST05949,4,7,5,0,Good
ACC_CUST05950,CUST05950,4,5,6,0,Good
ACC_CUST05951,CUST05951,8,7,17,0,Standard
ACC_CUST05952,CUST05952,6,5,17,3,Standard
ACC_CUST05953,CUST05953,4,6,14,4,Standard
ACC_CUST05954,CUST05954,7,5,10,1,Standard
ACC_CUST05955,CUST05955,3,3,7,3,Good
ACC_CUST05956,CUST05956,1,5,8,1,Good
ACC_CUST05957,CUST05957,5,3,16,3,Standard
ACC_CUST05958,CUST05958,3,1,5,4,Good
ACC_CUST05959,CUST05959,9,7,24,5,Bad
ACC_CUST05960,CUST05960,7,7,17,9,Bad
ACC_CUST05961,CUST05961,4,4,19,1,Standard
ACC_CUST05962,CUST05962,7,5,12,5,Standard
ACC_CUST05963,CUST05963,7,7,1,4,Good
ACC_CUST05965,CUST05965,9,10,26,6,Bad
ACC_CUST05966,CUST05966,5,7,16,4,Standard
ACC_CUST05967,CUST05967,8,4,13,3,Standard
ACC_CUST05968,CUST05968,10,6,17,8,Bad
ACC_CUST05969,CUST05969,1,7,5,3,Good
ACC_CUST05970,CUST05970,6,6,18,5,Bad
ACC_CUST05971,CUST05971,5,6,17,2,Standard
ACC_CUST05972,CUST05972,4,7,10,3,Good
ACC_CUST05973,CUST05973,5,4,25,7,Standard
ACC_CUST05974,CUST05974,5,5,19,5,Standard
ACC_CUST05975,CUST05975,3,5,6,0,Standard
ACC_CUST05976,CUST05976,6,3,20,0,Standard
ACC_CUST05977,CUST05977,6,6,19,9,Bad
ACC_CUST05978,CUST05978,7,3,7,0,Standard
ACC_CUST05980,CUST05980,4,6,18,4,Standard
ACC_CUST05981,CUST05981,10,6,24,9,Bad
ACC_CUST05982,CUST05982,0,6,8,2,Good
ACC_CUST05983,CUST05983,0,7,2,3,Good
ACC_CUST05984,CUST05984,7,5,21,9,Bad
ACC_CUST05985,CUST05985,10,8,23,5,Bad
ACC_CUST05986,CUST05986,3,6,14,1,Standard
ACC_CUST05987,CUST05987,10,9,24,9,Bad
ACC_CUST05988,CUST05988,9,5,28,7,Bad
ACC_CUST05989,CUST05989,4,7,1,0,Good
ACC_CUST05990,CUST05990,7,4,7,0,Good
ACC_CUST05991,CUST05991,3,3,17,1,Standard
ACC_CUST05992,CUST05992,7,10,32,4,Standard
ACC_CUST05994,CUST05994,10,8,17,3,Standard
ACC_CUST05995,CUST05995,5,4,12,4,Good
ACC_CUST05996,CUST05996,7,10,16,5,Bad
ACC_CUST05997,CUST05997,3,6,4,3,Good
ACC_CUST05998,CUST05998,3,4,11,1,Standard
ACC_CUST05999,CUST05999,5,7,19,7,Standard
ACC_CUST06000,CUST06000,5,4,12,2,Good
ACC_CUST06001,CUST06001,2,2,3,0,Good
ACC_CUST06002,CUST06002,4,4,18,3,Standard
ACC_CUST06003,CUST06003,5,5,6,5,Standard
ACC_CUST06004,CUST06004,2,3,9,0,Good
ACC_CUST06005,CUST06005,1,3,4,3,Good
ACC_CUST06006,CUST06006,5,1,9,2,Good
ACC_CUST06007,CUST06007,6,5,12,3,Good
ACC_CUST06008,CUST06008,7,6,9,2,Standard
ACC_CUST06009,CUST06009,6,4,9,0,Standard
ACC_CUST06010,CUST06010,4,4,12,7,Standard
ACC_CUST06011,CUST06011,5,7,17,2,Standard
ACC_CUST06012,CUST06012,5,7,9,2,Standard
ACC_CUST06013,CUST06013,9,10,30,4,Bad
ACC_CUST06015,CUST06015,10,7,29,8,Bad
ACC_CUST06016,CUST06016,8,7,15,3,Standard
ACC_CUST06017,CUST06017,7,6,5,3,Standard
ACC_CUST06018,CUST06018,5,3,11,1,Standard
ACC_CUST06019,CUST06019,3,6,5,4,Standard
ACC_CUST06020,CUST06020,10,7,33,7,Standard
ACC_CUST06021,CUST06021,6,3,20,4,Standard
ACC_CUST06023,CUST06023,8,5,9,5,Standard
ACC_CUST06024,CUST06024,5,3,9,3,Good
ACC_CUST06025,CUST06025,8,5,7,3,Standard
ACC_CUST06026,CUST06026,5,5,20,2,Standard
ACC_CUST06027,CUST06027,8,4,9,4,Standard
ACC_CUST06028,CUST06028,5,4,13,3,Standard
ACC_CUST06029,CUST06029,3,6,16,1,Standard
ACC_CUST06030,CUST06030,3,4,14,4,Standard
ACC_CUST06031,CUST06031,1,3,7,0,Good
ACC_CUST06032,CUST06032,5,1,2,0,Good
ACC_CUST06033,CUST06033,7,5,20,4,Bad
ACC_CUST06034,CUST06034,8,5,19,0,Standard
ACC_CUST06035,CUST06035,1,3,8,1,Good
ACC_CUST06036,CUST06036,5,4,10,0,Standard
ACC_CUST06037,CUST06037,3,4,11,3,Good
ACC_CUST06038,CUST06038,4,5,5,4,Good
ACC_CUST06039,CUST06039,9,9,26,4,Standard
ACC_CUST06040,CUST06040,9,7,18,9,Bad
ACC_CUST06041,CUST06041,2,7,6,2,Good
ACC_CUST06042,CUST06042,9,8,18,6,Bad
ACC_CUST06043,CUST06043,3,4,10,1,Good
ACC_CUST06044,CUST06044,2,6,3,4,Good
ACC_CUST06045,CUST06045,8,7,33,8,Bad
ACC_CUST06046,CUST06046,5,10,16,5,Standard
ACC_CUST06047,CUST06047,9,7,34,6,Bad
ACC_CUST06048,CUST06048,10,7,16,5,Bad
ACC_CUST06049,CUST06049,8,6,29,6,Standard
ACC_CUST06050,CUST06050,5,2,8,4,Good
ACC_CUST06051,CUST06051,6,6,32,6,Bad
ACC_CUST06052,CUST06052,3,5,15,4,Standard
ACC_CUST06053,CUST06053,2,5,12,1,Good
ACC_CUST06054,CUST06054,7,7,15,3,Standard
ACC_CUST06055,CUST06055,4,3,19,1,Standard
ACC_CUST06056,CUST06056,5,5,3,1,Good
ACC_CUST06057,CUST06057,9,6,19,5,Bad
ACC_CUST06058,CUST06058,4,5,6,1,Standard
ACC_CUST06059,CUST06059,3,6,6,2,Good
ACC_CUST06060,CUST06060,6,10,29,6,Bad
ACC_CUST06061,CUST06061,7,8,26,9,Bad
ACC_CUST06062,CUST06062,7,5,10,4,Standard
ACC_CUST06063,CUST06063,8,8,15,6,Bad
ACC_CUST06064,CUST06064,3,1,5,0,Good
ACC_CUST06065,CUST06065,8,6,18,2,Standard
ACC_CUST06066,CUST06066,9,5,32,3,Bad
ACC_CUST06067,CUST06067,3,5,14,1,Standard
ACC_CUST06068,CUST06068,5,7,17,4,Standard
ACC_CUST06069,CUST06069,4,8,28,2,Standard
ACC_CUST06070,CUST06070,6,6,1,4,Standard
ACC_CUST06071,CUST06071,7,7,16,3,Standard
ACC_CUST06072,CUST06072,9,10,22,5,Bad
ACC_CUST06073,CUST06073,0,4,9,3,Good
ACC_CUST06074,CUST06074,7,7,29,9,Bad
ACC_CUST06075,CUST06075,2,6,9,2,Good
ACC_CUST06076,CUST06076,9,7,34,8,Bad
ACC_CUST06077,CUST06077,7,10,26,4,Standard
ACC_CUST06078,CUST06078,5,4,13,5,Standard
ACC_CUST06079,CUST06079,5,7,8,3,Standard
ACC_CUST06080,CUST06080,3,6,9,3,Standard
ACC_CUST06081,CUST06081,7,7,17,2,Bad
ACC_CUST06082,CUST06082,6,9,30,2,Bad
ACC_CUST06083,CUST06083,4,2,11,2,Good
ACC_CUST06084,CUST06084,5,6,11,1,Standard
ACC_CUST06085,CUST06085,3,6,14,5,Standard
ACC_CUST06086,CUST06086,3,7,15,4,Standard
ACC_CUST06087,CUST06087,5,4,16,0,Standard
ACC_CUST06088,CUST06088,6,6,14,3,Standard
ACC_CUST06089,CUST06089,10,9,24,7,Standard
ACC_CUST06090,CUST06090,5,7,5,0,Standard
ACC_CUST06091,CUST06091,4,4,2,1,Good
ACC_CUST06092,CUST06092,4,2,6,1,Good
ACC_CUST06093,CUST06093,9,9,34,8,Bad
ACC_CUST06094,CUST06094,6,4,5,3,Standard
ACC_CUST06095,CUST06095,0,5,2,4,Good
ACC_CUST06096,CUST06096,6,6,8,2,Standard
ACC_CUST06097,CUST06097,1,4,2,1,Good
ACC_CUST06098,CUST06098,3,5,11,3,Good
ACC_CUST06099,CUST06099,6,6,15,6,Standard
ACC_CUST06100,CUST06100,9,10,29,5,Bad
ACC_CUST06101,CUST06101,6,5,23,6,Standard
ACC_CUST06103,CUST06103,7,8,15,8,Bad
ACC_CUST06104,CUST06104,8,4,13,2,Standard
ACC_CUST06105,CUST06105,5,6,16,4,Standard
ACC_CUST06106,CUST06106,3,4,20,6,Standard
ACC_CUST06107,CUST06107,1,3,11,4,Good
ACC_CUST06108,CUST06108,8,7,15,4,Standard
ACC_CUST06109,CUST06109,3,3,20,1,Standard
ACC_CUST06110,CUST06110,3,7,3,0,Good
ACC_CUST06112,CUST06112,0,1,8,2,Good
ACC_CUST06113,CUST06113,6,6,10,3,Standard
ACC_CUST06114,CUST06114,3,4,6,0,Good
ACC_CUST06115,CUST06115,5,3,7,0,Good
ACC_CUST06116,CUST06116,10,7,22,8,Bad
ACC_CUST06117,CUST06117,1,4,8,0,Good
ACC_CUST06118,CUST06118,4,6,4,2,Good
ACC_CUST06119,CUST06119,2,7,11,3,Good
ACC_CUST06120,CUST06120,5,1,10,4,Good
ACC_CUST06121,CUST06121,2,5,4,3,Good
ACC_CUST06122,CUST06122,9,7,26,8,Bad
ACC_CUST06123,CUST06123,4,5,1,3,Good
ACC_CUST06124,CUST06124,7,3,8,7,Standard
ACC_CUST06125,CUST06125,7,10,32,5,Bad
ACC_CUST06126,CUST06126,7,3,14,3,Standard
ACC_CUST06127,CUST06127,6,6,30,6,Bad
ACC_CUST06128,CUST06128,3,5,10,0,Good
ACC_CUST06129,CUST06129,7,10,19,8,Bad
ACC_CUST06130,CUST06130,4,4,2,1,Good
ACC_CUST06131,CUST06131,6,4,10,5,Standard
ACC_CUST06132,CUST06132,9,6,34,9,Bad
ACC_CUST06133,CUST06133,1,5,2,3,Good
ACC_CUST06134,CUST06134,4,7,7,0,Standard
ACC_CUST06135,CUST06135,7,5,32,6,Standard
ACC_CUST06136,CUST06136,6,6,28,7,Bad
ACC_CUST06137,CUST06137,1,6,6,0,Good
ACC_CUST06138,CUST06138,8,5,30,8,Bad
ACC_CUST06139,CUST06139,4,3,2,3,Good
ACC_CUST06140,CUST06140,4,7,5,1,Good
ACC_CUST06141,CUST06141,6,5,10,3,Good
ACC_CUST06142,CUST06142,5,5,12,1,Good
ACC_CUST06143,CUST06143,5,6,5,2,Standard
ACC_CUST06144,CUST06144,5,3,17,2,Standard
ACC_CUST06145,CUST06145,3,7,14,3,Standard
ACC_CUST06147,CUST06147,8,3,18,5,Standard
ACC_CUST06148,CUST06148,8,5,9,3,Standard
ACC_CUST06149,CUST06149,8,7,31,2,Bad
ACC_CUST06150,CUST06150,7,6,11,4,Standard
ACC_CUST06151,CUST06151,2,4,6,3,Good
ACC_CUST06152,CUST06152,8,3,9,1,Standard
ACC_CUST06153,CUST06153,4,4,16,0,Standard
ACC_CUST06154,CUST06154,10,6,20,9,Bad
ACC_CUST06155,CUST06155,4,7,15,4,Standard
ACC_CUST06156,CUST06156,6,5,31,5,Bad
ACC_CUST06157,CUST06157,5,3,31,4,Standard
ACC_CUST06158,CUST06158,4,5,12,3,Good
ACC_CUST06159,CUST06159,3,3,17,1,Standard
ACC_CUST06160,CUST06160,3,3,18,7,Standard
ACC_CUST06161,CUST06161,3,6,18,3,Standard
ACC_CUST06162,CUST06162,8,9,23,6,Bad
ACC_CUST06163,CUST06163,3,1,2,4,Good
ACC_CUST06164,CUST06164,3,4,16,3,Standard
ACC_CUST06165,CUST06165,4,5,9,2,Good
ACC_CUST06166,CUST06166,9,6,32,6,Bad
ACC_CUST06167,CUST06167,9,8,20,8,Bad
ACC_CUST06168,CUST06168,8,5,32,9,Bad
ACC_CUST06169,CUST06169,0,7,9,4,Good
